2010.Census.Population,Population.Estimate..2011,Population.Estimate..2012,Population.Estimate..2013,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,FMRKT09,FMRKTPTH09,VEG_FARMS07,VEG_FARMS12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,ORCHARD_FARMS07,ORCHARD_FARMS12,BERRY_FARMS07,BERRY_FARMS12,SLHOUSE07,SLHOUSE12,GHVEG_FARMS07,GHVEG_FARMS12,CSA07,CSA12,AGRITRSM_OPS07,AGRITRSM_OPS12,FARM_TO_SCHOOL09,WIC.participants.FY.2009,WIC.participants.FY.2011,WIC.participants..FY.2012,WIC.participants..FY.2013,National.School.Lunch.Program.participants.FY.2009,National.School.Lunch.Program.participants.FY.2011,National.School.Lunch.Program.participants..FY.2012,National.School.Lunch.Program.participants..FY.2013,School.Breakfast.Program.participants.FY.2009,School.Breakfast.Program.participants.FY.2011,School.Breakfast.Program.participants..FY.2012,School.Breakfast.Program.participants..FY.2013,Child.and.Adult.Care.particpants.FY.2009,Child.and.Adult.Care.particpants.FY.2011,Child.and.Adult.Care.participants..FY.2012,Child.and.Adult.Care.participants..FY.2013,Summer.Food.particpants.FY.2009,Summer.Food.participants.FY.2011,Summer.Food.participants..FY.2012,Summer.Food.participants..FY.2013,State.Population..2009,State.Population..2010,State.Population...2011,State.Population..2012,State.Population...2013,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10,COUNTY_STATE_RELATIVE_POP_2010,PCT_OBESE_ADULTS13
4423,4497,4475,4509,1921.18,43.44,984.89,22.27,77.45,3.9,348.06,7.87,454.65,10.28,1,0.22,0,0,4,0.89,0,0,1,0.22,2,0,0.43,0.45,1,0.22,6,1.34,510.56,495.41,558.81,589.65,14.6,14.41,66,100,1,0,1,1,10.52,27.97,12.53,2.4,0.79,2.26,1.14,0,14.2,4.9,7.1,7.7,0.8,0.93,0.79,11,14,27.27,9.57,15.56,0,0,5,0,5,0,3,4,0,3,0,0,0,0,0,0,0,1,0,127891,121516,118584.92,113762.75,594850,606117.1,596221.86,562217.07,135728,166478.13,172949.06,173059.09,64369,63650,60128.25,59571.75,44856,82427,87538,88294,5654774,5691659,5711767,5724554,5742713,0,0,96.93,0.23,0.84,0.29,0.68,0.02,21.05,17.5,0,0,0,0,0.000777102,32
843,826,797,805,843,100,225.83,26.79,0,0,168,19.93,147,17.44,1,1.2,0,0,2,2.4,0,0,0,0,0,-100,1.22,0,1,1.2,7,8.39,747.1,617.95,900.32,877.92,9.51,13.33,52,80.98,0,0,0,1,7.78,16.13,7.53,2.13,0.25,2.15,0.69,0,14.1,5.8,8,8.8,0.94,1.08,0.81,1,0,-100,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,107930,104129,103768.75,96873.58,390868,399392.66,389955.41,375033.32,107139,126775.5,142955.65,155733.31,34480,33486.25,32550.25,32507.25,12804,15569,16646,17933,5024748,5047692,5116796,5189458,5268367,0,0,93.24,0.36,2.85,0.36,0.83,0,17.44,19.93,0,0,0,0,0.000167007,20.5
24748,24825,24716,25005,1027.75,4.15,334.71,1.35,380.11,3.83,279.9,1.13,169.71,0.69,6,0.24,0,0,20,0.81,0,0,24,0.97,3,-25,0.16,0.12,16,0.64,24,0.97,623.52,567.3,617.34,642.53,15.67,24.53,85,92.97,0,0,0,1,10.78,43.24,9.53,3.94,0.58,2.51,1.05,0,20.9,6.9,8.3,9,0.95,1.04,0.84,34,21,-38.24,3.15,2.07,0,0,7,0,7,0,3,3,1,2,0,0,0,0,2,1,0,2,0,150145,145767,145899.83,140820.75,645262,646160.85,638942.95,610369.77,235682,242192.38,257270.89,263351.55,62896,67779.25,68460.5,67817,34698,33520,27147,27008,5987580,5995715,6010688,6024522,6044171,2,0.08,96.02,0.38,1.39,0.28,0.5,0.15,15.75,24.83,0,0,0,0,0.004127614,30.8
33503,33551,33565,33556,3461.21,10.33,1252.32,3.74,305.59,2.31,846.83,2.53,518.18,1.55,6,0.18,0,0,12,0.36,2,0.06,25.67,0.77,7,-12.5,0.24,0.21,24,0.72,22,0.66,652.97,611.29,565.77,617.44,13.84,11.37,65,89.42,0.5,0,0,1,12.27,27.11,7.78,3.28,0.86,2.65,0.95,0,13,4.5,6.2,7.8,0.8,0.93,0.79,21,27,28.57,3.56,4.58,1,0.03,12,11,12,11,4,2,1,3,0,1,1,0,1,0,3,3,0,170137,167875,164280.58,159524.58,788167,807688.96,801375.76,781172.48,210886,240077.19,256201.85,259035.96,61253,66495.25,71208.5,79035.25,55113,55785,54466,58664,6423113,6490622,6516922,6537782,6570902,2,0.06,94.77,1.76,1.32,0.46,0.18,0.01,15.29,24.31,0,0,0,0,0.005161755,32.1
6059,6089,6097,5978,277.61,4.58,113.75,1.88,30.26,1.35,48.51,0.8,68.44,1.13,3,0.5,0,0,5,0.83,0,0,10,1.63,3,0,0.48,0.49,4,0.66,1,0.17,784.26,728.77,658.54,688.36,15.22,28.39,56,76.67,1,1,1,1,13.13,49.07,13.4,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1.1,0.97,1.04,1,1,0,0.27,0.23,0,0,0,0,0,0,5,2,0,0,0,0,0,0,8,0,7,15,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,0,0,43.32,3.28,52.34,0.07,0.21,0.03,17.46,28.83,1,1,1,1,0.000239927,27.8
12072,12023,11959,11894,878.96,7.28,214.72,1.78,54.02,1.04,191.81,1.59,168.53,1.4,3,0.25,0,0,11,0.92,0,0,9.08,0.76,5,25,0.35,0.42,8,0.67,11,0.92,489.04,479.49,476.79,534.96,13.36,8.3,81,95.99,1,0,0,1,13.11,25.9,11.28,2.81,0.34,2.51,1.25,0,13.5,6.3,7.5,8.3,0.95,1.04,0.84,17,11,-35.29,2.02,1.37,1,0.09,2,2,2,2,2,1,0,0,1,2,0,1,1,0,0,0,0,75645,70931,69158.92,65875.92,394391,396893.56,395599.78,384195.01,84554,88514.32,93107.52,94780.77,37532,38946,38915.75,38978.25,10346,11122,11109,13607,3007856,3050202,3062309,3075039,3090416,0,0,95.7,0.53,2.27,0.51,0.24,0.01,21.57,21.16,0,0,0,1,0.003957771,37.5
124098,126096,126609,125014,41725.99,33.62,18786.57,15.14,1371.36,3.05,10755.82,8.67,3879.77,3.13,8,0.07,3,0.03,53,0.44,4,0.03,95.67,0.76,15,-21.05,0.17,0.12,75,0.63,61,0.51,676.93,623.03,499.56,557.09,15.9,19.08,70,80.17,0,0,1,1,11.87,42.49,12.09,5.65,0.35,3.53,1.55,1,15.3,6.6,10.5,11.4,1.1,0.97,1.04,36,47,30.56,3.2,4.25,1,0.01,15,1,15,1,26,16,6,1,1,1,0,0,2,0,14,6,0,130064,126944,123069.83,118552.33,437660,452425.99,446144.19,437992.09,208249,224431.26,227416.76,227754.4,57028,56667.25,54327.25,53632.25,12826,10628,11390,11315,3687050,3760184,3791508,3815780,3850568,2,0.02,58.92,16.76,11.2,2.15,5.32,0.51,10.24,25.09,0,0,1,0,0.033003172,34.8
3141,3251,3285,3302,1226.05,39.03,699.72,22.28,113.5,20.52,56,1.78,43.53,1.39,4,1.3,0,0,0,0,0,0,5,1.58,3,0,1.1,0.95,1,0.32,0,0,582.72,511.48,688.08,724.81,12.97,8.99,69,89.59,0,0,0,1,7.67,37.4,5.34,2.43,0.34,3.7,1.41,1,12.1,4.4,7.4,8,1.4,1.24,0.97,12,15,100,23.36,36.19,0,0,6,31,36,30,12,10,7,9,0,0,5,24,0,7,5,3,0,25816,26295,24969.33,23054.67,53554,54410.04,53919.81,52495.03,16943,19974.23,20758.72,20740.74,9874,9616,10540.75,10962.75,2345,6564,4661,5078,698473,714146,722718,730307,735132,0,0,13.53,6.75,12.26,35.43,27.67,0.6,4.93,11.81,0,0,0,0,0.00439826,33.4
12441,12337,12155,12108,1420.16,11.42,396.44,3.19,89.76,1.71,323.53,2.6,258.02,2.07,5,0.4,1,0.08,7,0.57,0,0,9.67,0.8,6,0,0.48,0.49,8,0.65,9,0.73,578.83,521.24,645.91,690.52,10.09,7.46,61,86.62,0,0,1,1,11.68,24.73,11.4,2.71,1.04,2.69,1.77,0,10.6,4.8,5.7,7.1,0.95,1.04,0.84,17,20,17.65,2.36,2.97,1,0.08,18,22,4,8,4,8,0,2,0,1,1,0,5,0,8,6,0,141598,131255,128435.92,124744.5,615043,631230.25,627404.53,608866.71,142628,169938.87,179212.03,181890.81,93422,95482.25,94046.25,90492.25,54569,39269,45958,45966,5266214,5310658,5344861,5379646,5420380,3,0.24,91.39,0.52,4.91,0.46,0.93,0.78,19.29,23.42,0,0,0,1,0.002342648,29.9
15625,15472,15442,15419,6606.73,42.28,3097.74,19.83,186.2,4.69,372.63,2.38,367.37,2.35,4,0.26,0,0,11,0.7,0,0,6.17,0.4,2,0,0.13,0.13,4,0.26,12,0.77,630.5,650.72,522.88,633.09,19.34,10.73,72,86.33,0,1,0,1,13.07,38.34,8.62,5.43,0.59,3.31,1.31,0,15.7,4.8,9.1,9,1.02,1,0.94,7,13,85.71,3.98,7.98,1,0.07,4,7,4,7,2,1,1,1,0,0,1,2,0,2,5,8,0,148747,150051,145346.17,139856,586936,595045.07,588505.09,565262.02,243815,260996.64,267441.57,265627.71,59010,63074.5,63843,64583,26640,32134,32216,40912,4492076,4545343,4574836,4602134,4625470,0,0,51.21,46.3,1.61,0.2,0.13,0.02,10.18,17.4,0,0,1,0,0.003437584,34.5
4151,4042,4069,4129,4127.23,99.43,1394.23,33.59,41.63,2.34,1026.56,24.73,790,19.03,3,0.73,0,0,5,1.21,0,0,4,0.97,2,100,0.26,0.49,0,0,5,1.21,676.93,623.03,499.56,557.09,15.9,11.06,70,80.17,0,0,1,1,11.87,47.39,10.92,5.65,0.35,3.53,1.55,0,15.3,6.6,10.5,11.4,1.05,0.95,1.03,10,9,-10,1.31,1.18,0,0,1,2,1,2,1,0,0,0,0,0,1,0,6,0,10,12,0,130064,126944,123069.83,118552.33,437660,452425.99,446144.19,437992.09,208249,224431.26,227416.76,227754.4,57028,56667.25,54327.25,53632.25,12826,10628,11390,11315,3687050,3760184,3791508,3815780,3850568,0,0,90.56,0.26,6.05,0.19,1.61,0,19.08,24.84,0,0,0,0,0.001103935,31
75087,74586,73975,73618,29069.45,38.71,11732.01,15.62,1248.69,4.28,4083.22,5.44,4455.69,5.93,17,0.23,1,0.01,25,0.33,6,0.08,52,0.7,10,-16.67,0.17,0.14,60,0.8,50,0.67,683.27,642.97,728.91,733.06,12.11,18.14,59,90.04,1,0,1,1,7.59,38.4,9.29,2.71,0.88,2.57,0.83,0,13,5.1,6.5,7.9,1.16,1.1,0.97,28,17,-39.29,9.27,5.84,3,0.04,7,8,7,8,15,9,8,6,0,1,1,2,1,1,2,2,0,146411,147421,146272,144627.5,432643,435110.75,434140.48,422745.66,154317,169116.39,191428.62,211676.38,47099,45125.5,57084.5,64499.5,50239,54981,57720,73830,5699478,5785681,5828289,5884868,5928814,12,0.16,88.16,7.94,1.44,0.75,0.12,0.03,17.85,18,0,0,1,0,0.012978075,32.3
9563,9463,9548,9416,2020.3,21.13,1012.24,10.58,230.7,6.29,394.29,4.12,380.88,3.98,3,0.31,0,0,12,1.24,0,0,18.58,1.94,3,0,0.3,0.31,2,0.21,2,0.21,749.67,666.15,711.77,649.84,19.4,33.04,62,92.6,1,0,1,1,13.13,71.94,11.45,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,1.08,0.95,1.06,4,8,100,2.53,7.02,0,0,8,7,8,7,11,7,0,0,0,0,0,0,0,2,0,4,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,0,0,57.82,38.31,2.24,0.32,0.21,0.01,15.73,24.3,0,1,0,1,0.000984642,34.5
38520,38898,39035,38630,10696.17,27.77,3884.71,10.08,454.98,3.18,2410.36,6.26,2146.1,5.57,13,0.33,0,0,24,0.61,4,0.1,33.17,0.85,14,-6.67,0.39,0.36,23,0.59,33,0.84,491.95,523.89,542.15,598.47,18.35,20.03,84,100,1,1,1,1,9.14,39.56,9.84,2.83,0.6,2.44,0.84,5,13.4,5.3,7.6,8,0.8,0.93,0.79,54,53,-1.85,13.47,12.96,2,0.05,12,18,12,18,5,12,11,9,0,0,2,8,6,4,13,15,0,243275,252705,255954.42,254125.58,911466,910341.36,907683.93,874097.57,282037,351513.96,379452.24,381515.52,83781,84934.5,82241.25,79845.75,59690,61539,73133,76198,9969727,9877143,9876187,9882519,9895622,3,0.08,71.5,6.5,1.25,0.59,15.59,0.05,14.61,20.12,0,0,0,0,0.003899913,34.6
43820,43207,42748,41950,7785.6,17.77,5067.11,11.56,1066.86,6.25,1959.97,4.47,1274.11,2.91,9,0.21,1,0.02,39,0.89,0,0,55.58,1.3,10,-28.57,0.33,0.23,20,0.46,16,0.37,649.51,674.8,484.38,512.28,18.82,48.54,67,89.18,0,0,0,1,12.32,77.48,5.43,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,0.97,0.97,0.92,22,20,-9.09,3.96,3.95,1,0.02,25,26,25,26,13,17,1,2,1,1,0,0,7,2,22,47,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,1,0.02,28.93,69.18,0.71,0.33,0.18,0.01,14.07,26.46,1,1,0,1,0.009157017,40.8
10570,10524,10445,10281,7517.22,71.12,2362.16,22.35,73.86,1.67,1618.11,15.31,1643.31,15.55,4,0.38,0,0,2,0.19,0,0,10.08,0.97,5,0,0.48,0.48,6,0.57,7,0.66,683.84,505.26,713.27,706.81,16.18,11.68,81,100,1,1,1,1,7.99,36.08,9.78,2.52,0.62,2.9,1.06,0,14.6,6.1,8.5,8.7,1,1.13,0.82,29,22,-24.14,3.63,2.45,0,0,10,14,4,5,5,11,3,2,0,0,1,2,10,5,3,4,0,193387,192565,194705.75,191753.25,532526,545986.1,540434.74,519599.07,168120,179861.08,186266.21,183975.43,70430,69038.25,75386.5,65756.25,41455,39587,41012,40365,6664195,6742950,6830038,6895318,6971406,0,0,93.58,0.24,2.26,0.39,1.53,0.05,20.79,22.67,0,0,0,0,0.001567563,31.2
16212,16103,15941,15858,2245.47,13.85,912.25,5.63,136.28,2.06,495.52,3.06,477.49,2.95,5,0.31,0,0,9,0.55,2,0.12,16.92,1.05,3,0,0.19,0.19,11,0.67,10,0.61,652.97,611.29,565.77,617.44,13.84,13.85,65,89.42,0.5,0,0,1,12.27,38.89,9.22,3.28,0.86,2.65,0.95,0,13,4.5,6.2,7.8,0.77,0.95,0.75,10,8,-20,3.41,2.96,0,0,0,1,0,1,3,4,3,0,0,0,0,0,3,0,3,0,0,170137,167875,164280.58,159524.58,788167,807688.96,801375.76,781172.48,210886,240077.19,256201.85,259035.96,61253,66495.25,71208.5,79035.25,55113,55785,54466,58664,6423113,6490622,6516922,6537782,6570902,0,0,97.84,0.13,0.8,0.19,0.18,0.03,16.88,23.09,0,0,1,0,0.002497758,33.1
20087,20192,20248,20314,2110.89,10.51,258.93,1.29,85.36,1.14,633.49,3.15,221.52,1.1,3,0.15,0,0,6,0.3,1,0.05,8.08,0.4,4,33.33,0.15,0.2,6,0.3,11,0.55,578.83,521.24,645.91,690.52,10.09,6.99,61,86.62,0,0,1,1,11.68,18.35,6.19,2.71,1.04,2.69,1.77,0,10.6,4.8,5.7,7.1,0.87,0.98,0.83,35,33,-5.71,4.84,5.31,1,0.05,39,34,7,7,10,4,4,3,1,0,0,1,5,0,0,1,0,141598,131255,128435.92,124744.5,615043,631230.25,627404.53,608866.71,142628,169938.87,179212.03,181890.81,93422,95482.25,94046.25,90492.25,54569,39269,45958,45966,5266214,5310658,5344861,5379646,5420380,1,0.05,93.49,0.29,4.56,0.45,0.19,0.02,12.25,28.99,0,0,1,0,0.003782394,24.9
37128,37497,37651,38095,522.08,1.41,185.6,0.5,2525.12,21.77,115.14,0.31,105.24,0.28,6,0.16,0,0,13,0.35,9,0.24,20.08,0.54,4,0,0.11,0.11,7,0.19,25,0.67,652.97,611.29,565.77,617.44,13.84,6.75,65,89.42,0.5,0,0,1,12.27,37.54,16.47,3.28,0.86,2.65,0.95,0,13,4.5,6.2,7.8,0.8,0.93,0.79,130,191,46.92,8.63,7.9,2,0.05,59,81,51,79,15,30,23,30,2,2,7,31,6,17,8,10,0,170137,167875,164280.58,159524.58,788167,807688.96,801375.76,781172.48,210886,240077.19,256201.85,259035.96,61253,66495.25,71208.5,79035.25,55113,55785,54466,58664,6423113,6490622,6516922,6537782,6570902,1,0.03,95.05,0.29,3.55,0.32,0.18,0,11.56,34.49,0,0,0,0,0.005720253,34.2
64727,65037,66182,68164,9739.61,15.05,4347.9,6.72,214.42,0.96,2677.71,4.14,1099.71,1.7,7,0.11,1,0.02,35,0.54,4,0.06,45.75,0.69,9,12.5,0.14,0.14,40,0.62,44,0.68,737.2,665.57,611.68,558.66,21.07,19.64,66,83.52,0,0,0,1,11.04,53.49,11.51,6.46,2.16,3.49,2.01,0,12.1,4.6,12.4,12.4,0.94,1.08,0.81,18,13,-27.78,3.15,2.83,0,0,1,5,1,5,39,31,0,0,0,0,0,0,0,0,6,2,0,70159,64304,63843.67,61352,221822,230861.32,227862.52,220186.98,129912,138834.59,150553.52,148155.22,40352,37587,36629.75,36381.5,43343,35014,38463,22386,2009671,2065913,2082224,2083540,2085287,3,0.05,43.02,3.71,51.08,0.47,0.72,0.03,10.8,29.4,0,0,0,0,0.031330942,33.8
79303,80030,80291,80661,15011.5,18.93,5201.94,6.56,878.87,3.11,3157.39,3.98,1592.19,2.01,10,0.13,2,0.03,57,0.72,0,0,65.75,0.82,10,-16.67,0.15,0.12,29,0.37,34,0.43,649.51,674.8,484.38,512.28,18.82,18,67,89.18,0,0,0,1,12.32,40.01,9.48,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,0.97,0.97,0.92,29,40,37.93,4.63,7.25,0,0,19,29,19,26,27,33,9,20,0,0,1,3,5,5,4,7,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,4,0.05,74.96,19.94,2.68,0.65,0.34,0.06,11.9,23.59,0,0,1,0,0.016571861,35.4
141617,144085,145598,147040,36058.79,25.46,11227.92,7.93,1108,2.1,8737.28,6.17,3961.88,2.8,12,0.09,4,0.03,74,0.53,4,0.03,98.42,0.68,0,0,0,0,111,0.79,72,0.51,588.62,627.31,371.85,439.73,21.9,11.49,65,85.2,0,1,0,1,13.74,34.45,9.4,6.77,0.77,3.78,1.29,0,16.7,7.6,11.3,12.4,1.14,0.99,1.06,14,21,50,1.79,3.13,0,0,15,13,15,13,15,18,0,7,3,3,1,0,3,1,5,1,0,111478,97277,94772.75,91651.5,405716,400490.47,398653.72,391574.13,199880,203824.76,207859.04,207305.05,38121,41349.5,41387.25,41517.25,22745,27456,28027,26916,2951996,2970072,2978512,2986450,2991207,19,0.14,76.32,18.73,2.68,1.11,0.16,0.06,11.46,25.09,0,0,1,0,0.047681336,31.5
150934,151955,153313,154557,34246.67,22.69,10035.27,6.65,747.98,1.43,9317.45,6.17,3931.74,2.6,16,0.11,2,0.01,66,0.44,3,0.02,93,0.61,14,16.67,0.08,0.09,92,0.61,61,0.41,784.26,728.77,658.54,688.36,15.22,16.58,56,76.67,1,1,1,1,13.13,38.79,9.92,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1.02,1,0.94,132,130,-1.52,4.81,4.3,0,0,14,14,14,14,110,75,8,5,0,0,0,1,9,19,18,59,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,8,0.05,76.55,2.52,18.1,0.63,0.49,0.31,11.48,27.26,0,0,1,0,0.005976764,30.2
64804,64466,65336,66274,10955.25,16.91,4614.07,7.12,511.76,2.26,3051.93,4.71,1390.88,2.15,9,0.14,2,0.03,46,0.7,2,0.03,74.83,1.14,9,-10,0.15,0.14,49,0.75,39,0.59,784.26,728.77,658.54,688.36,15.22,22.28,56,76.67,1,1,1,1,13.13,50.49,10.18,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1.1,0.97,1.04,19,21,10.53,2.91,3,1,0.01,6,5,6,5,0,0,0,0,0,0,0,0,4,2,1,7,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,4,0.06,42.17,1.39,54.39,0.78,0.26,0.07,12.9,28.2,0,1,1,0,0.002566143,33
8930,8929,8435,8194,723.62,8.1,408.37,4.57,111.94,3.35,168.15,1.88,109.78,1.23,2,0.22,0,0,17,1.91,0,0,14.5,1.72,2,100,0.11,0.24,6,0.67,6,0.67,749.67,666.15,711.77,649.84,19.4,38,62,92.6,1,0,1,1,13.13,68.49,8.94,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,1.08,0.95,1.06,7,8,14.29,2.52,3.05,0,0,18,13,18,13,24,28,5,5,0,0,0,0,10,2,2,4,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,0,0,53.98,41.4,3.16,0.45,0.21,0,15.69,24.67,1,1,0,0,0.000919466,34.6
146723,147172,147471,147372,46309.49,31.56,12915.93,8.8,688.63,1.19,11823.5,8.06,6452.31,4.4,16,0.11,3,0.02,52,0.35,14,0.09,61.08,0.41,12,9.09,0.08,0.08,99,0.67,99,0.67,747.1,617.95,900.32,877.92,9.51,13.65,52,80.98,0,0,0,1,7.78,35.72,7.62,2.13,0.25,2.15,0.69,0,14.1,5.8,8,8.8,0.94,1.08,0.81,287,319,11.15,16.24,14.09,3,0.02,52,45,52,45,280,283,2,13,1,1,4,4,11,20,21,38,0,107930,104129,103768.75,96873.58,390868,399392.66,389955.41,375033.32,107139,126775.5,142955.65,155733.31,34480,33486.25,32550.25,32507.25,12804,15569,16646,17933,5024748,5047692,5116796,5189458,5268367,17,0.11,83.11,0.53,13.33,0.72,0.61,0.1,14.91,23.53,0,0,1,0,0.029067344,23.5
74171,75050,74738,75850,30894.73,41.65,13528.76,18.24,985.73,3.81,8589.01,11.58,3070.89,4.14,11,0.15,1,0.01,37,0.5,3,0.04,55.92,0.75,4,-20,0.07,0.05,31,0.42,45,0.61,784.26,728.77,658.54,688.36,15.22,17.36,56,76.67,1,1,1,1,13.13,54.79,8.8,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1,0.98,0.94,145,103,-28.97,6.57,4.94,1,0.01,23,23,23,23,101,67,7,8,0,1,3,2,12,7,18,18,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,4,0.05,57.23,7.46,32.61,0.61,0.42,0.07,11.46,26.23,0,0,1,0,0.002937062,33.1
10881,11070,11007,10993,1870.65,17.19,1006.93,9.25,196.38,4.34,340.58,3.13,369.75,3.4,4,0.37,0,0,7,0.65,0,0,10.92,0.99,3,0,0.29,0.27,3,0.28,6,0.56,623.52,567.3,617.34,642.53,15.67,26.51,85,92.97,0,0,0,1,10.78,47.17,12.14,3.94,0.58,2.51,1.05,0,20.9,6.9,8.3,9,0.97,0.97,0.92,30,22,-26.67,3.87,2.93,1,0.1,7,2,7,2,5,3,8,8,1,1,2,2,5,1,5,6,0,150145,145767,145899.83,140820.75,645262,646160.85,638942.95,610369.77,235682,242192.38,257270.89,263351.55,62896,67779.25,68460.5,67817,34698,33520,27147,27008,5987580,5995715,6010688,6024522,6044171,0,0,95.64,0.14,1.2,0.29,1.06,0.04,19.79,22.3,1,1,0,0,0.001814796,32.4
96024,96617,96794,96986,30262.17,31.52,11069.89,11.53,1418.88,3.46,6545.26,6.82,6846.5,7.13,18,0.19,4,0.04,49,0.51,7,0.07,69.83,0.72,12,0,0.12,0.12,75,0.78,98,1.02,576.21,622.68,444.92,472.13,16.85,19.9,73,76.75,0,0,0,1,12.18,47.73,9.93,5.37,0.61,3.26,1.52,0,14.9,6.4,11.2,11.5,1.05,0.95,1.03,31,23,-25.81,7.06,6.37,1,0.01,14,2,12,2,4,3,5,4,1,1,0,1,1,2,0,4,0,94107,93461,94292.75,89776.83,351950,352817.81,348908.91,332496.94,155258,158053.1,162017.98,166376.48,43974,51644.25,55787,67629.75,17494,21841,26217,41946,2889450,2921588,2937979,2949828,2959373,8,0.08,83.96,7.86,4.81,0.72,0.55,0.04,20.93,20.92,0,0,1,0,0.032867057,32.3
129928,132636,135233,137481,28969.76,22.3,4559.07,3.51,615.71,1.36,8041.54,6.19,2536.76,1.95,12,0.09,3,0.02,34,0.26,14,0.11,48.75,0.36,14,7.69,0.1,0.1,59,0.46,55,0.43,578.83,521.24,645.91,690.52,10.09,4.94,61,86.62,0,0,1,1,11.68,15.2,5.43,2.71,1.04,2.69,1.77,0,10.6,4.8,5.7,7.1,0.87,0.98,0.83,75,85,13.33,9.43,10.04,0,0,28,36,24,34,21,27,5,13,0,0,1,3,8,3,2,8,0,141598,131255,128435.92,124744.5,615043,631230.25,627404.53,608866.71,142628,169938.87,179212.03,181890.81,93422,95482.25,94046.25,90492.25,54569,39269,45958,45966,5266214,5310658,5344861,5379646,5420380,14,0.11,84.52,2.54,4.44,5.62,0.75,0.07,7.71,30.19,0,0,1,0,0.024465518,24.6
