2010.Census.Population,Population.Estimate..2011,Population.Estimate..2012,Population.Estimate..2013,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,FMRKT09,FMRKTPTH09,VEG_FARMS07,VEG_FARMS12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,ORCHARD_FARMS07,ORCHARD_FARMS12,BERRY_FARMS07,BERRY_FARMS12,SLHOUSE07,SLHOUSE12,GHVEG_FARMS07,GHVEG_FARMS12,CSA07,CSA12,AGRITRSM_OPS07,AGRITRSM_OPS12,FARM_TO_SCHOOL09,WIC.participants.FY.2009,WIC.participants.FY.2011,WIC.participants..FY.2012,WIC.participants..FY.2013,National.School.Lunch.Program.participants.FY.2009,National.School.Lunch.Program.participants.FY.2011,National.School.Lunch.Program.participants..FY.2012,National.School.Lunch.Program.participants..FY.2013,School.Breakfast.Program.participants.FY.2009,School.Breakfast.Program.participants.FY.2011,School.Breakfast.Program.participants..FY.2012,School.Breakfast.Program.participants..FY.2013,Child.and.Adult.Care.particpants.FY.2009,Child.and.Adult.Care.particpants.FY.2011,Child.and.Adult.Care.participants..FY.2012,Child.and.Adult.Care.participants..FY.2013,Summer.Food.particpants.FY.2009,Summer.Food.participants.FY.2011,Summer.Food.participants..FY.2012,Summer.Food.participants..FY.2013,State.Population..2009,State.Population..2010,State.Population...2011,State.Population..2012,State.Population...2013,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10,COUNTY_STATE_RELATIVE_POP_2010,PCT_OBESE_ADULTS13
209233,212869,214162,213651,88229.56,42.17,43781.86,20.92,2178.78,2.88,24351.08,11.64,11022.09,5.27,24,0.12,3,0.01,56,0.27,7,0.03,124.92,0.58,24,9.09,0.11,0.11,117,0.57,116,0.56,737.2,665.57,611.68,558.66,21.07,28.25,66,83.52,0,0,0,1,11.04,65.99,4.11,6.46,2.16,3.49,2.01,0,12.1,4.6,12.4,12.4,0.94,1.08,0.81,149,203,36.24,8.46,9.29,3,0.01,118,123,99,120,1216,1531,4,0,0,0,0,0,24,4,6,17,0,70159,64304,63843.67,61352,221822,230861.32,227862.52,220186.98,129912,138834.59,150553.52,148155.22,40352,37587,36629.75,36381.5,43343,35014,38463,22386,2009671,2065913,2082224,2083540,2085287,14,0.07,30.11,1.35,65.72,0.97,0.73,0.06,12.37,26.7,1,1,1,0,0.101278708,23.6
18538,18396,18271,18230,1678.74,9.06,807.86,4.36,252.34,3.39,379.58,2.05,333.25,1.8,4,0.22,1,0.05,14,0.76,0,0,14.5,0.79,5,-16.67,0.33,0.27,11,0.6,21,1.14,702.97,665.32,654.27,662.58,20.67,24.06,83,100,1,0,0,1,10.99,54.68,9.44,4.45,0.46,2.78,0.95,0,16.2,6.9,8.9,10.1,0.97,0.97,0.92,45,32,-28.89,7.05,5.35,0,0,11,9,11,9,6,6,4,1,0,0,0,0,1,1,2,13,0,174832,161578,162774.92,159426,692008,697664.63,687452,656847.18,280464,310062.81,333402.73,350108.47,60067,65109.75,68257.5,70148,28843,28574,32434,41923,6296254,6357436,6403353,6454914,6495978,1,0.05,94.39,2.45,1.5,0.18,0.35,0.03,17.29,23.16,0,0,0,0,0.002915955,35.6
10334,10331,10314,10216,267.92,2.59,128.53,1.24,100.35,2.38,70.64,0.68,32.57,0.32,3,0.29,0,0,5,0.49,0,0,7,0.68,4,0,0.4,0.39,8,0.78,8,0.78,652.97,611.29,565.77,617.44,13.84,13.27,65,89.42,0.5,0,0,1,12.27,29.56,11.02,3.28,0.86,2.65,0.95,0,13,4.5,6.2,7.8,0.77,0.95,0.75,22,13,-40.91,7.91,4.59,0,0,2,7,2,7,2,5,1,0,0,0,0,0,0,0,2,1,0,170137,167875,164280.58,159524.58,788167,807688.96,801375.76,781172.48,210886,240077.19,256201.85,259035.96,61253,66495.25,71208.5,79035.25,55113,55785,54466,58664,6423113,6490622,6516922,6537782,6570902,1,0.1,97.98,0.1,0.68,0.28,0.25,0,15.72,24.01,0,0,0,0,0.001592143,35.8
197131,198223,199053,199442,33631.19,17.06,7053.83,3.58,1449.19,1.79,6368.11,3.23,6650.57,3.37,46,0.23,1,0.01,123,0.62,27,0.14,150.67,0.76,28,3.7,0.13,0.14,144,0.73,239,1.21,557.6,447.18,690.85,757.44,19.15,17.17,100,100,0,0,1,1,8.17,27.23,6.53,2.82,0.53,2.02,0.93,0,11.4,4.2,7.7,10.3,1.13,1.03,1.01,179,198,10.61,25.28,25.42,6,0.03,90,143,87,140,35,65,43,112,1,1,15,46,15,44,16,34,0,26663,26267,25690.08,24380.08,107734,109301.57,107179.31,100839.27,37150,41319.07,44366.3,44986.34,12288,11916.25,11089,10647.75,6926,8651,9169,10553,1318301,1327379,1328188,1328501,1328302,25,0.13,95.58,0.53,1.26,1.06,0.27,0.02,15.4,21.35,0,0,1,0,0.148511465,27.6
7094,6981,6989,6830,2639.45,37.21,1033.07,14.56,170.25,5.2,491.26,6.92,586.77,8.27,3,0.43,0,0,8,1.13,0,0,9.5,1.36,2,-50,0.56,0.29,9,1.28,11,1.56,547.69,534.3,547.37,589.67,12.39,12.03,64,89.16,0,0,0,1,13.08,41.35,11.01,3.14,0.55,2.83,1.65,0,12.9,4.9,6.7,7.9,0.95,1.04,0.84,25,20,-20,7.58,6.12,0,0,1,6,1,6,3,1,0,1,1,1,1,5,0,1,9,4,0,22962,22583,22153.25,20430,106266,108288.98,107366.65,106251.95,25475,27253.15,27502.7,28026.13,13428,14807,14750.75,14372.25,4459,4550,5518,6060,812383,816598,824082,834047,844877,2,0.28,87.38,0.65,2.24,0.37,6.68,0.04,23.09,18.8,0,0,0,0,0.008687261,31.7
36821,36875,36855,36903,894.45,2.43,408.14,1.11,270.46,1.92,218.88,0.59,117.73,0.32,18,0.49,0,0,29,0.79,2,0.05,23.92,0.65,6,60,0,0.16,17,0.46,27,0.73,402.1,364.11,671.46,719.3,15.47,10.91,88,99.6,0,0,1,1,8.82,22.33,7.7,3.44,0.48,2.81,1.15,0,9.2,3.2,6.4,8,1.13,1.03,1.01,145,181,24.83,18.76,22.24,3,0.08,45,65,40,65,43,29,26,29,2,1,6,38,12,22,7,14,1,17496,15913,15471.08,14836.25,54859,54918.61,54209.28,51536.98,21409,22633.11,23522.83,22926.41,7134,7629.5,7914.25,9011,2964,4131,6556,6654,621760,625909,626431,625953,626630,5,0.14,94.13,0.73,1.86,1.42,0.2,0.01,13.86,20.37,0,0,0,0,0.05882804,23
9980,9931,9894,9790,2189.2,21.94,758,7.6,198.24,5.92,508.26,5.09,393.85,3.95,1,0.1,0,0,3,0.3,1,0.1,11.42,1.15,2,0,0.21,0.2,4,0.4,1,0.1,749.67,666.15,711.77,649.84,19.4,30.05,62,92.6,1,0,1,1,13.13,62.62,9.32,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,1.08,0.95,1.06,6,12,100,2.14,4.71,0,0,10,8,10,8,10,9,2,5,1,1,0,0,2,0,5,14,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,0,0,62.31,34.68,1.86,0.22,0.17,0.03,13.92,20.94,1,1,0,0,0.001027578,34
316236,320493,324124,327985,116513.63,36.84,19332.71,6.11,1075.99,0.93,31190.52,9.86,11290.32,3.57,45,0.14,6,0.02,127,0.41,14,0.04,179.08,0.55,33,26.92,0.09,0.1,200,0.64,194,0.62,721.82,635.07,739.15,738.37,11.17,10.73,65,83.57,1,1,0,1,9.55,15.33,3.59,2.97,0.66,2.03,0.75,0,12.7,5.6,6.2,6.2,1.06,0.9,1.09,22,12,-45.45,10,6.09,0,0,11,5,11,5,3,4,2,2,0,0,1,0,0,3,7,9,1,160150,156085,159137.42,155935.33,752709,756503.3,749114.71,717617.52,234396,253730.07,271107.04,272469.74,58915,67735.75,70997,65337.75,51798,58006,54339,55519,7882590,8023953,8096604,8186628,8260405,37,0.12,65.39,21.56,7.23,3.23,0.27,0.04,10.4,26.09,0,0,1,0,0.039411497,26
277789,280907,283726,286138,98693.39,35.53,29932.43,10.78,1492.39,1.38,20539.23,7.39,21929.6,7.89,38,0.14,6,0.02,94,0.34,13,0.05,183.17,0.65,27,8,0.09,0.1,124,0.45,154,0.56,632.34,530.27,919.51,882.94,17.52,21.56,59,92.59,1,1,0,1,8.42,50.73,8.58,3.29,0.69,2.73,0.97,0,14.8,5.7,9.3,9.4,1.22,0.97,1.16,22,22,0,6.03,5.42,3,0.01,2,6,2,6,159,110,1,7,0,0,0,2,0,0,1,1,0,505671,492071,495404.83,483564.67,1560392,1648779.22,1653679.97,1638775.14,610818,684278.8,711285.03,750969.44,180614,203266,210496.5,223790.75,127826,129450,137796,145389,18537969,18838613,19057542,19320749,19552860,17,0.06,61.21,18.49,16.56,1.52,0.24,0.05,19.94,22.32,0,1,1,0,0.014745725,27.9
34185,34070,34164,34346,7252.01,21.21,2532.36,7.41,468.99,3.52,1588.27,4.65,1013.82,2.97,6,0.18,2,0.06,20,0.58,6,0.18,31.92,0.94,6,0,0.18,0.18,26,0.76,50,1.46,652.97,611.29,565.77,617.44,13.84,13.54,65,89.42,0.5,0,0,1,12.27,36.82,10.19,3.28,0.86,2.65,0.95,0,13,4.5,6.2,7.8,0.8,0.93,0.79,38,22,-42.11,5.29,3.91,0,0,8,4,8,4,9,12,0,1,0,2,1,0,6,1,5,4,0,170137,167875,164280.58,159524.58,788167,807688.96,801375.76,781172.48,210886,240077.19,256201.85,259035.96,61253,66495.25,71208.5,79035.25,55113,55785,54466,58664,6423113,6490622,6516922,6537782,6570902,3,0.09,95.11,0.45,2.87,0.47,0.24,0.02,14.89,22.92,0,0,0,0,0.00526683,33.7
8725,8659,8588,8544,3254.34,37.3,998.06,11.44,91.98,2.47,756.81,8.67,691.01,7.92,3,0.34,0,0,8,0.91,0,0,2.67,0.31,2,-33.33,0.36,0.23,3,0.34,10,1.14,578.83,521.24,645.91,690.52,10.09,6.88,61,86.62,0,0,1,1,11.68,21.75,11.23,2.71,1.04,2.69,1.77,0,10.6,4.8,5.7,7.1,0.95,1.04,0.84,22,20,-9.09,2.15,2.23,1,0.12,1,4,1,4,3,2,0,1,1,1,0,0,8,1,3,3,0,141598,131255,128435.92,124744.5,615043,631230.25,627404.53,608866.71,142628,169938.87,179212.03,181890.81,93422,95482.25,94046.25,90492.25,54569,39269,45958,45966,5266214,5310658,5344861,5379646,5420380,2,0.23,95.43,0.23,2.77,0.89,0.13,0,22.36,22.17,0,0,0,1,0.001642923,29.8
21362,21679,21392,21217,0,0,0,0,248.89,3.4,0,0,0,0,2,0.09,0,0,14,0.66,0,0,16,0.75,6,0,0.29,0.28,5,0.24,4,0.19,746.02,644.85,665.11,642.78,16.96,24.12,65,84.21,0,1,0,1,10.25,63.66,7.09,3.91,0.57,2.93,1.36,0,16.6,6.7,10,10.2,1.08,0.95,1.06,21,14,-33.33,7.19,5.38,0,0,23,19,22,18,2,1,1,1,1,1,0,0,2,0,2,7,0,275039,266478,269334.67,264754.83,961612,948653.48,942745.42,906460.39,367089,382095.41,405295.22,419976.15,127404,120112.5,116996,115084,53067,74559,92476,98255,9380884,9560234,9656401,9748364,9848060,0,0,46.99,36.99,14.3,0.31,0.46,0.01,12.48,23.18,0,1,0,0,0.002234464,35.9
4772,4622,4664,4548,1792.21,37.56,749.91,15.71,77.26,3.45,344.37,7.22,378.01,7.92,1,0.21,0,0,4,0.84,0,0,5.08,1.09,1,0,0.22,0.21,2,0.42,4,0.84,939.13,694.28,1205.71,1040.33,12.91,21.55,50,65.81,0,0,1,1,6.95,42.49,9.21,2.11,0.21,2.57,0.39,1,8.7,3.4,8.6,9.5,0.94,1.08,0.81,0,1,500,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67829,75676,76108.25,75011.25,183808,212555.32,218552.32,215820.81,55873,63732.47,87212.63,92738.46,10253,12302.25,13841.5,14491.75,5630,7094,6865,9716,2643085,2704283,2723322,2754354,2790136,0,0,68.55,3.81,9.14,1.03,13.96,0.13,22.55,18.32,0,0,0,1,0.001764608,28
3183,3155,3104,3037,50.28,1.58,33.82,1.06,169.9,12.76,6.65,0.21,12.52,0.39,2,0.62,0,0,2,0.62,0,0,5.25,1.68,1,0,0.32,0.32,1,0.31,0,0,749.67,666.15,711.77,649.84,19.4,42.26,62,92.6,1,0,1,1,13.13,84.57,11.11,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,1.08,0.95,1.06,0,0,-100,0,0,0,0,6,2,6,2,2,2,0,0,0,0,0,0,2,0,2,7,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,0,0,37.32,60.32,0.82,0.31,0.35,0.03,19.57,22.53,1,1,0,1,0.000327734,29.8
2966,2972,2963,2956,563.48,19,212.42,7.16,2.34,0.19,147.99,4.99,82.76,2.79,1,0.34,0,0,2,0.69,0,0,2,0.67,1,0,0.36,0.34,1,0.34,5,1.72,547.69,534.3,547.37,589.67,12.39,7.95,64,89.16,0,0,0,1,13.08,19.62,11.33,3.14,0.55,2.83,1.65,0,12.9,4.9,6.7,7.9,0.95,1.04,0.84,2,2,0,1.21,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,22962,22583,22153.25,20430,106266,108288.98,107366.65,106251.95,25475,27253.15,27502.7,28026.13,13428,14807,14750.75,14372.25,4459,4550,5518,6060,812383,816598,824082,834047,844877,0,0,89.55,0.3,0.71,0.13,6.61,0,15.81,24.31,0,0,0,0,0.003632142,33.4
2553,2557,2505,2527,2544.18,99.65,1064.13,41.68,46.91,4.63,548.33,21.48,479.94,18.8,0,0,0,0,1,0.4,1,0.4,3.17,1.27,2,100,0.44,0.8,1,0.4,3,1.2,610.89,608.81,529.14,562.3,10.54,6.76,58,77.39,1,0,0,1,12.65,34.09,17.27,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,0.95,1.04,0.84,6,6,0,1.5,1.49,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,19,15,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,0,0,93.15,0.47,3.88,0.63,0.86,0.04,18.88,21.54,0,0,0,1,0.000892925,32.8
3233,3171,3133,3133,844.95,26.14,208.02,6.43,15.98,1.28,234.17,7.24,126.21,3.9,1,0.31,0,0,4,1.24,0,0,2,0.63,1,0,0.33,0.32,1,0.31,3,0.93,610.89,608.81,529.14,562.3,10.54,8.3,58,77.39,1,0,0,1,12.65,41.24,11.75,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,0.95,1.04,0.84,2,0,-100,0.57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,7,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,0,0,76.28,0.43,19.27,1.86,0.8,0.03,16.95,27,0,0,0,0,0.001130758,31.9
800647,819471,830853,831218,179137.05,22.37,96344.39,12.03,3835.1,1.49,55052.27,6.88,15348.11,1.92,111,0.14,11,0.01,240,0.31,44,0.06,647.92,0.78,74,-5.13,0.11,0.09,506,0.64,464,0.59,784.26,728.77,658.54,688.36,15.22,28.44,56,76.67,1,1,1,1,13.13,54.87,10.81,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1.1,0.97,1.04,50,50,0,8.47,7.61,12,0.02,10,5,8,3,213,246,1,0,2,0,0,0,1,2,3,15,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,51,0.06,13.15,2.58,82.2,0.94,0.28,0.1,10.27,30.08,1,1,1,0,0.03170444,28.4
9124,9074,9023,9100,587.56,6.44,86.21,0.94,7.05,0.2,156.15,1.71,89.34,0.98,2,0.22,0,0,4,0.44,1,0.11,5.17,0.57,2,0,0.22,0.22,2,0.22,4,0.44,605.44,568.81,518.98,567.01,9.5,6.3,66,79.02,1,0,0,1,13.55,16.48,9.88,3.23,0.46,2.54,2.29,0,17,5.5,7.3,8.1,0.95,1.04,0.84,23,8,-65.22,4.18,1.4,0,0,4,3,4,3,3,1,1,0,0,0,0,0,1,0,1,0,0,45585,43563,42726.92,40151.25,243466,250190.34,251186.02,243119.86,58000,63594.39,66640.66,66556.27,41074,43891.5,44632.5,45304.5,8333,10565,9836,9879,1796619,1830141,1842641,1855350,1868516,1,0.11,96.88,0.21,1.98,0.2,0.13,0.01,16.43,25.64,0,0,1,0,0.004985408,32.5
6018,6003,5945,5982,2693.59,44.76,1016.92,16.9,46.11,1.77,580.59,9.65,626.99,10.42,3,0.5,0,0,5,0.83,0,0,3.25,0.55,3,0,0.5,0.5,2,0.33,4,0.66,578.83,521.24,645.91,690.52,10.09,8.38,61,86.62,0,0,1,1,11.68,26.53,10.36,2.71,1.04,2.69,1.77,0,10.6,4.8,5.7,7.1,0.95,1.04,0.84,17,13,-23.53,2.52,2.4,0,0,2,8,2,1,3,2,0,0,2,2,0,0,8,0,4,11,0,141598,131255,128435.92,124744.5,615043,631230.25,627404.53,608866.71,142628,169938.87,179212.03,181890.81,93422,95482.25,94046.25,90492.25,54569,39269,45958,45966,5266214,5310658,5344861,5379646,5420380,0,0,96.91,0.32,1.56,0.23,0.07,0,22.17,21.39,0,0,0,0,0.001133193,32
13927,13865,13803,13571,1758.09,12.62,1025.27,7.36,362.32,6.5,361.93,2.6,342.28,2.46,3,0.22,0,0,10,0.72,0,0,18.17,1.32,1,-75,0.31,0.07,6,0.43,4,0.29,552.55,595.64,434.92,503.48,18.39,23.74,85,77.74,1,0,1,1,11.42,54.52,9.75,5.12,0.83,2.92,1.24,0,11.2,4.7,6.5,7.4,1.08,0.95,1.06,30,33,10,7.83,9.57,1,0.08,10,21,10,21,8,12,6,9,0,0,0,4,5,2,0,4,0,53060,49117,47890.92,46401.75,207758,205871.87,201332.97,194032,93143,95848.74,114119.74,116980.7,22614,21945,24122.5,24984,15111,16917,13251,11930,1819777,1854368,1855364,1856680,1854304,0,0,92.17,4.63,1.36,0.2,0.27,0,19.26,18.12,0,1,0,0,0.007510376,36.1
33410,34525,35766,37461,3973.83,11.89,624.98,1.87,159.08,1.26,905.13,2.71,678.86,2.03,2,0.06,1,0.03,21,0.64,3,0.09,14.25,0.4,3,0,0.09,0.08,27,0.83,33,1.01,784.26,728.77,658.54,688.36,15.22,7.31,56,76.67,1,1,1,1,13.13,23.06,5.47,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1,0.98,0.94,61,51,-16.39,5.24,3.68,0,0,4,6,3,6,37,31,2,0,0,0,0,2,1,1,73,139,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,4,0.12,77.06,0.41,20.44,0.6,0.39,0.04,16.71,24.24,0,0,1,0,0.001322987,27.3
7870,7800,7774,7782,0,0,0,0,82.95,2.79,0,0,0,0,2,0.25,0,0,7,0.89,0,0,7.83,1,2,-33.33,0.38,0.26,2,0.25,5,0.63,702.97,665.32,654.27,662.58,20.67,27.13,83,100,1,0,0,1,10.99,39.81,7.54,4.45,0.46,2.78,0.95,0,16.2,6.9,8.9,10.1,0.97,0.97,0.92,7,10,42.86,2.07,3.45,0,0,0,1,0,1,0,3,2,4,0,0,0,0,3,0,0,0,0,174832,161578,162774.92,159426,692008,697664.63,687452,656847.18,280464,310062.81,333402.73,350108.47,60067,65109.75,68257.5,70148,28843,28574,32434,41923,6296254,6357436,6403353,6454914,6495978,0,0,85.91,9.5,2.52,0.23,0.29,0.01,13.53,24.59,0,0,1,0,0.00123792,32.9
44996,44974,45006,44990,3488.04,7.75,1477.81,3.28,894.13,5.01,785.59,1.75,585.27,1.3,9,0.2,0,0,32,0.71,4,0.09,41.25,0.92,9,12.5,0.18,0.2,22,0.49,25,0.56,746.02,644.85,665.11,642.78,16.96,20.87,65,84.21,0,1,0,1,10.25,51.43,11.09,3.91,0.57,2.93,1.36,0,16.6,6.7,10,10.2,1.08,0.95,1.06,21,30,42.86,5.48,8.98,1,0.02,18,26,15,26,11,16,4,6,1,1,0,4,8,3,8,3,0,275039,266478,269334.67,264754.83,961612,948653.48,942745.42,906460.39,367089,382095.41,405295.22,419976.15,127404,120112.5,116996,115084,53067,74559,92476,98255,9380884,9560234,9656401,9748364,9848060,0,0,88.86,3.7,5.32,0.76,0.29,0,16.39,21.75,0,0,0,0,0.004706579,30.9
22350,22289,21862,21742,4608.85,20.62,2093.27,9.37,229.47,2.75,1163.52,5.21,722.4,3.23,4,0.18,1,0.04,9,0.4,0,0,16.75,0.76,6,0,0.27,0.27,7,0.31,15,0.67,629.81,608.73,646.26,697.65,14.4,19.56,79,98.31,1,0,0,1,8.9,37.6,5.49,2.27,0.39,2.4,0.96,0,14.3,5.3,7,7.4,0.87,0.98,0.83,24,17,-29.17,4.07,3.04,2,0.09,5,7,5,5,1,7,4,5,0,0,0,2,2,0,2,2,0,309870,295409,288939.17,280463.25,1148891,1162998.32,1142443.25,1124196.45,293385,357550.88,395044.71,416090.73,124146,130757,127321,129334.75,50389,52556,55586,54067,12910409,12841980,12869257,12868192,12882135,3,0.13,87.08,8.3,2.68,0.39,0.19,0.04,15.73,20.73,0,0,0,0,0.001740386,29.1
11154,11115,10946,10696,2495.72,22.38,1057.25,9.48,126.32,3,663.24,5.95,384.57,3.45,2,0.18,0,0,4,0.36,0,0,9.42,0.85,3,50,0.19,0.27,2,0.18,4,0.36,676.93,623.03,499.56,557.09,15.9,22.84,70,80.17,0,0,1,1,11.87,50.4,12.55,5.65,0.35,3.53,1.55,0,15.3,6.6,10.5,11.4,1.05,0.95,1.03,23,18,-21.74,3.03,2.6,1,0.09,1,5,1,5,6,4,0,3,0,0,0,1,0,2,4,3,0,130064,126944,123069.83,118552.33,437660,452425.99,446144.19,437992.09,208249,224431.26,227416.76,227754.4,57028,56667.25,54327.25,53632.25,12826,10628,11390,11315,3687050,3760184,3791508,3815780,3850568,1,0.09,69.19,0.72,2.63,0.28,19.86,0.01,17.43,23.96,0,0,0,0,0.002966344,32.6
21720,21681,21763,21842,4386.39,20.2,2347.82,10.81,63.12,0.81,1143.67,5.27,618.67,2.85,6,0.28,1,0.05,7,0.32,0,0,21.33,0.98,5,25,0.2,0.23,13,0.6,11,0.51,710.69,531.09,778.44,746.26,21.01,36.87,92,100,0,0,1,1,8.12,70.63,8.91,3.63,0.96,2.96,1.07,1,13.6,5.8,9.5,10.4,0.86,1.24,0.64,40,32,-20,7.84,6.75,1,0.05,10,14,8,13,5,4,0,4,1,1,2,2,3,3,8,4,0,113248,111534,111647.83,107858.75,310817,312828.24,307110.15,293386.67,138831,139961.88,142434.74,139697.23,40901,45794.75,46211.25,44569.5,36567,42278,40815,38653,3825657,3838332,3871859,3899801,3930065,2,0.09,61.83,0.54,19.31,0.38,15.47,0.11,15.34,25.28,0,0,0,0,0.005658708,32.5
30099,30346,30362,30055,8513.12,28.28,3819.94,12.69,422.47,4,2228.52,7.4,1122.45,3.73,4,0.13,1,0.03,24,0.8,3,0.1,37.42,1.23,4,-50,0.27,0.13,26,0.87,20,0.67,749.67,666.15,711.77,649.84,19.4,30.88,62,92.6,1,0,1,1,13.13,54.09,8.38,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,1.08,0.95,1.06,17,14,-17.65,5.43,4.88,0,0,12,10,11,10,73,53,6,6,0,0,0,0,0,1,3,5,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,2,0.07,72.26,19.7,5.71,0.53,0.27,0.02,12.83,24.79,0,1,0,0,0.003099106,31.8
8966,9023,9252,9404,3711.46,41.39,915.31,10.21,121.29,3.24,815.36,9.09,727.97,8.12,3,0.33,0,0,6,0.67,1,0.11,7,0.76,2,-33.33,0.35,0.22,6,0.67,6,0.67,549.19,513.38,745.82,770.13,12.57,7.18,70,73.94,0,0,1,1,8.89,21.78,11.11,2.63,0.69,2.12,1.41,0,14.1,5.6,8.4,9,0.94,1.08,0.81,10,6,-40,1.87,1.24,1,0.12,0,1,0,1,0,0,0,1,1,1,0,0,4,2,19,7,0,20673,20164,20457.42,19848.42,86652,87622.08,86704.78,84069.28,25594,27569.22,28133.88,28155.34,13741,15055.75,13511,13373.25,6711,7034,6663,7615,974989,990958,998199,1005494,1015165,1,0.11,94.55,0.28,1.99,0.29,1.57,0.03,17.91,20.85,0,0,0,1,0.00904781,30.9
25746,25789,25864,26024,5882.73,22.85,2830.85,11,554.08,5.5,1351.52,5.25,970.28,3.77,6,0.23,1,0.04,29,1.13,0,0,40.08,1.54,8,-27.27,0.43,0.31,12,0.47,6,0.23,666.23,677.73,534.38,573.69,19.36,27.69,82,88.37,0,1,0,1,13.23,51.05,12.56,5.53,1.28,3.29,1.06,0,15.6,6.2,8,10,0.97,0.97,0.92,35,48,37.14,2.31,3.41,1,0.04,14,31,14,30,7,8,9,11,1,1,5,7,7,8,3,5,0,141768,141648,132698.08,129923.33,570755,553818.65,549533.74,532791.32,238782,252110.75,269770.95,276997,45763,46954,47689,52231.5,55312,39769,33091,20189,4314113,4347223,4369356,4379730,4395295,1,0.04,96.66,1.01,1,0.24,0.16,0.01,15.09,23.86,0,1,0,0,0.005922401,36.5
